codigo_material,descricao,categoria,unidade_medida,preco_unitario,estoque_atual,estoque_minimo,fornecedor_principal,data_cadastro,ultima_movimentacao,status,centro_custo,ncm,localizacao_fisica,responsavel_cadastro
MAT-01772,Retentor Plástico,Peças,UN,769.87,549,445,Comercial DEF,2024-11-09,2025-04-22,Inativo,MAN-001,40169716,,Ana Costa
MAT-01773,cabo 10mm² PVC,Elétrico,CX,577.49,2074,100,,2024-11-02,2024-11-02,Inativo,MAN-002,40169566,,Carlos Oliveira
MAT-01774,Arruela Aço,Fixação,KG,5.32,177,,Nacional MNO,2025-06-13,2025-06-13,Ativo,LOG-002,73269972,E-11-01,Maria Santos
MAT-01775,Caneta Inox,Escritório,GL,4.81,3467,,Industrial GHI,2025-05-30,2026-03-07,Ativo,MAN-001,85443312,,João Silva
MAT-01776,Bucha Alumínio,Mecânico,RL,790.9,1039,318,Distribuidora XYZ,2026-01-13,2026-07-23,Ativo,ADM-001,39174470,E-20-01,Paula Lima
MAT-01777,Junta Aço,Peças,CX,4.35,926,420,,2025-10-11,2025-11-15,Ativo,MAN-001,,,Maria Santos
MAT-01778,Mangueira Aço,Hidráulico,L,1144.54,3733,157,Nacional MNO,2026-01-13,2026-08-11,Ativo,MAN-001,85369344,B-02-03,Ana Costa
MAT-01779,Martelo Plástico,Ferramentas,KG,907.47,2878,213,Metalúrgica ABC,2024-06-09,2024-12-06,Ativo,MAN-002,00000000,,Carlos Oliveira
MAT-01780,Mangueira PVC,Pneumático,PCT,22.5,443,355,Industrial GHI,2024-11-16,2024-11-16,Ativo,MAN-002,00000000,A-01-03,Ricardo Alves
MAT-01781,luva XG Plástico,EPI,KG,9.72,681,367,Fornecedor VWX,2024-10-12,2025-04-13,Ativo,,,,Ana Costa
MAT-01782,Arruela PVC,Fixação,CX,8.72,3429,179,Materiais STU,2024-05-20,2025-01-16,Ativo,LOG-002,85443981,,João Silva
MAT-01783,Disjuntor Plástico,Elétrico,PCT,7.86,2710,,Distribuidora XYZ,2025-05-22,2025-05-22,Ativo,LOG-001,84841430,F-10-05,João Silva
MAT-01784,Óleo Aço,Lubrificante,M,79.72,2030,124,Suprimentos PQR,2025-04-06,2025-04-06,Ativo,MAN-002,73269816,C-07-04,João Silva
MAT-01785,Prego em PVC,Fixação,M,50.41,1201,59,Materiais STU,2024-07-12,2024-07-12,Ativo,LOG-001,85443449,F-20-02,Ana Costa
MAT-01786,Retentor Cobre,Peças,RL,8.48,3064,204,Fornecedor VWX,2025-07-21,2026-04-08,Bloqueado,,73181463,E-04-04,Ana Costa
MAT-01787,Ácido Aço,Químico,KG,6.89,2974,466,Distribuidora XYZ,2024-07-27,2025-02-15,Ativo,LOG-002,84841599,E-07-04,Pedro Souza
MAT-01788,Papel Alumínio,Escritório,M²,0.53,2870,370,Importadora JKL,2024-09-30,2024-10-31,Ativo,ADM-001,39269961,C-15-01,Fernanda Rocha
MAT-01789,Vedação Aço,Peças,PCT,123.46,4407,460,Nacional MNO,2025-01-28,2025-02-07,Bloqueado,LOG-001,84831777,,Carlos Oliveira
MAT-01790,Presilha Latão,Acessórios,KG,928.61,163,388,,2024-05-18,2024-05-18,Inativo,LOG-001,,A-19-03,João Silva
MAT-01791,Rolamento Cobre,Peças,UN,9.95,4092,363,Suprimentos PQR,2024-08-03,2024-08-03,Ativo,PRO-001,73089572,D-16-04,João Silva
MAT-01792,serra Plástico,Ferramentas,GL,1921.81,861,298,Nacional MNO,2025-05-15,2025-12-25,Inativo,MAN-001,39174128,,Paula Lima
MAT-01793,Vassoura Cobre,Limpeza,KG,8.19,1223,28,Nacional MNO,2025-02-18,2025-05-18,Ativo,MAN-002,39269976,F-19-04,Pedro Souza
MAT-01794,Catalisador Inox,Químico,UN,19.53,3825,,Importadora JKL,2024-08-29,2025-01-22,Bloqueado,LOG-002,,,Maria Santos
MAT-01795,Plástico Alumínio,Embalagem,M²,64.65,3062,452,Nacional MNO,2024-10-03,2024-12-13,Ativo,MAN-001,39174718,E-19-04,Maria Santos
MAT-01796,Disjuntor Latão,Elétrico,M,821.94,2082,228,,2025-03-01,2025-03-01,Ativo,ADM-001,39174699,,Paula Lima
MAT-01797,"Tubo 1/2"" Inox",Hidráulico,GL,29.51,2629,338,Suprimentos PQR,2024-03-31,2024-09-26,Ativo,,39269437,C-06-04,Carlos Oliveira
MAT-01798,Prego Cobre,Fixação,GL,2.61,4130,73,Distribuidora XYZ,2025-10-07,2026-04-11,Ativo,MAN-001,00000000,D-08-05,Carlos Oliveira
MAT-01799,Graxa Alumínio,Lubrificante,RL,5.16,2749,473,Metalúrgica ABC,2025-10-16,2026-07-04,Ativo,PRO-001,85369482,,Paula Lima
MAT-01800,Papelão Cobre,Embalagem,KG,28.35,1028,352,Importadora JKL,2024-03-16,2024-06-05,Ativo,MAN-001,,F-03-01,Paula Lima
MAT-01801,Caixa Latão,Embalagem,RL,1275.91,4223,27,Industrial GHI,2025-02-28,2025-06-10,Bloqueado,PRO-001,73269527,,Ana Costa
MAT-01802,"Tubo 2"" Plástico",Hidráulico,RL,8.09,4399,171,Nacional MNO,2024-07-13,2024-07-13,Ativo,ADM-001,40169372,,João Silva
MAT-01803,Conexão Latão,Pneumático,RL,27.37,2280,440,,2025-09-27,2025-11-20,Ativo,ADM-001,73089998,,Maria Santos
MAT-01804,Registro Inox,Hidráulico,CX,37.6,4118,464,Distribuidora XYZ,2025-09-17,2026-04-19,Ativo,LOG-002,40169569,C-13-01,Maria Santos
MAT-01805,Vedação Latão,Peças,L,37.17,2738,475,,2024-12-29,2024-12-29,Ativo,LOG-001,39269449,F-09-04,Carlos Oliveira
MAT-01806,Disjuntor Alumínio,Elétrico,RL,0.93,3643,136,Importadora JKL,2024-04-15,2024-09-09,Ativo,ADM-001,73269953,C-16-01,João Silva
MAT-01807,Correia Alumínio,Mecânico,KG,1198.37,2928,65,Suprimentos PQR,2026-01-03,2026-01-24,Ativo,,84841857,B-01-02,Carlos Oliveira
MAT-01808,Cilindro Plástico,Pneumático,KG,13.74,4975,182,Suprimentos PQR,2024-05-16,2025-01-31,Ativo,MAN-001,,,Ricardo Alves
MAT-01809,Capacitor Alumínio,Eletrônico,KG,48.8,2617,,Distribuidora XYZ,2026-02-11,2026-02-11,Ativo,PRO-001,85369661,B-19-01,Paula Lima
MAT-01810,Lâmpada Inox,Elétrico,KG,1.12,2319,91,Importadora JKL,2025-04-18,2025-05-07,Ativo,LOG-001,84841321,E-12-04,Ana Costa
MAT-01811,Pano Latão,Limpeza,CX,1820.95,1329,430,Metalúrgica ABC,2025-10-23,2025-10-23,Ativo,LOG-001,84831618,F-10-03,Ricardo Alves
MAT-01812,Balde Alumínio,Limpeza,CX,5.48,4443,85,Materiais STU,2024-09-26,2024-09-26,Ativo,PRO-001,39174568,,Maria Santos
MAT-01813,Gancho PVC,Acessórios,KG,9.67,1567,,Comercial DEF,2024-12-24,2025-09-14,Ativo,,84841295,A-17-03,Carlos Oliveira
MAT-01814,Válvula Plástico,Hidráulico,GL,8.88,1931,158,,2025-11-11,2026-01-13,Ativo,PRO-001,40169504,B-13-04,Maria Santos
MAT-01815,Caneta Aço,Escritório,CX,85.15,2073,91,Industrial GHI,2025-06-20,2025-06-20,Bloqueado,MAN-002,39174130,C-05-05,Ana Costa
MAT-01816,Clips Latão,Escritório,PCT,9.11,2477,36,,2024-05-15,2024-11-17,Ativo,LOG-001,,F-11-02,Pedro Souza
MAT-01817,Rolamento Aço,Peças,M,8.84,3034,447,,2024-03-21,2024-03-21,Bloqueado,LOG-002,40169917,D-05-03,Pedro Souza
MAT-01818,Tomada PVC,Elétrico,PCT,6.7,4356,313,Industrial GHI,2024-12-08,2025-05-17,Ativo,,73089426,F-06-02,Maria Santos
MAT-01819,Graxa Latão,Lubrificante,M,6.52,1363,407,,2024-08-08,2025-03-06,Ativo,MAN-002,,,Fernanda Rocha
MAT-01820,Graxa Aço,Lubrificante,CX,0.8,660,,Suprimentos PQR,2024-04-28,2024-05-18,Ativo,PRO-001,39269426,B-10-04,João Silva
MAT-01821,Sensor Latão,Eletrônico,UN,43.75,4575,,,2026-02-16,2026-09-15,Inativo,LOG-002,73269567,D-17-04,Ricardo Alves
MAT-01822,Disjuntor Alumínio,Elétrico,CX,3.65,2107,,Importadora JKL,2025-12-13,2026-02-03,Ativo,MAN-001,,,Ana Costa
MAT-01823,Base em Alumínio,Químico,KG,2.16,2903,,Distribuidora XYZ,2026-01-19,2026-01-19,Ativo,,84841788,B-14-02,Ricardo Alves
MAT-01824,Fluido Aço,Lubrificante,CX,2.59,4024,131,Materiais STU,2025-02-24,2025-04-19,Ativo,MAN-001,85443529,F-16-05,Fernanda Rocha
MAT-01825,Anel Latão,Peças,M,5.5,1146,274,Distribuidora XYZ,2026-01-14,2026-09-22,Ativo,MAN-001,40169790,D-11-02,Maria Santos
MAT-01826,Furadeira Cobre,Ferramentas,PCT,87.1,1781,46,Distribuidora XYZ,2025-09-11,2025-12-16,Ativo,LOG-001,73089615,D-06-02,João Silva
MAT-01827,Vedação Latão,Peças,M²,0.36,1924,426,,2024-12-08,2025-04-09,Inativo,MAN-001,73089481,,João Silva
MAT-01828,Lâmpada Inox,Elétrico,M²,265.76,373,78,Fornecedor VWX,2025-12-16,2025-12-16,Inativo,PRO-001,73089581,E-15-02,Carlos Oliveira
MAT-01829,Spray Alumínio,Lubrificante,RL,8.55,1717,350,Comercial DEF,2025-12-20,2026-02-19,Ativo,PRO-001,85369361,B-07-03,Pedro Souza
MAT-01830,Cabo 6mm² Plástico,Elétrico,UN,45.56,537,16,Importadora JKL,2025-11-09,2026-02-22,Ativo,MAN-001,73269863,D-19-03,Carlos Oliveira
MAT-01831,Porca M8 Cobre,Fixação,CX,87.46,3803,76,Distribuidora XYZ,2024-10-28,2025-10-17,Bloqueado,,73089969,D-16-04,Fernanda Rocha
MAT-01832,base Latão,Químico,RL,1.38,1745,320,Fornecedor VWX,2024-12-02,2025-01-12,Bloqueado,PRO-001,85443142,C-17-04,Ana Costa
MAT-01833,Arruela Aço,Fixação,CX,55.12,4176,423,,2025-05-18,2025-07-13,Ativo,LOG-001,73089668,,Ricardo Alves
MAT-01834,Óleo Inox,Lubrificante,KG,53.6,2613,271,,2025-04-10,2025-04-10,Ativo,LOG-002,39174837,B-02-03,Pedro Souza
MAT-01835,Retentor Inox,Peças,L,70.68,2590,,Metalúrgica ABC,2025-04-16,2025-12-07,Ativo,,,B-02-04,Maria Santos
MAT-01836,Graxa Plástico,Lubrificante,M²,1404.89,2837,193,,2025-02-25,2026-01-07,Ativo,MAN-001,40169877,A-15-05,Ricardo Alves
MAT-01837,Etiqueta Latão,Embalagem,L,8.99,1109,,Distribuidora XYZ,2024-11-01,2024-11-16,Bloqueado,,73181383,A-20-03,Fernanda Rocha
MAT-01838,Óleo Latão,Lubrificante,PCT,942.83,4028,285,,2025-12-16,2025-12-29,Ativo,PRO-001,40169665,D-14-04,Maria Santos
MAT-01839,óculos PVC,EPI,L,3.08,4076,,Importadora JKL,2024-12-22,2025-06-27,Ativo,,73181220,,João Silva
MAT-01840,Conexão PVC,Hidráulico,UN,6.63,1836,412,Metalúrgica ABC,2025-06-20,2025-11-07,Inativo,PRO-001,39174891,E-19-05,Fernanda Rocha
MAT-01841,Clips Latão,Escritório,UN,6.43,467,143,Industrial GHI,2025-06-06,2026-01-17,Bloqueado,ADM-001,84831999,,Carlos Oliveira
MAT-01842,Filtro Inox,Pneumático,UN,57.47,862,485,,2025-01-06,2025-01-06,Ativo,LOG-002,85443353,A-09-03,Ricardo Alves
MAT-01843,Rolamento Alumínio,Peças,L,63.52,3888,39,Metalúrgica ABC,2025-02-08,2025-09-01,Ativo,LOG-002,,D-16-03,João Silva
MAT-01844,Vedação Inox,Peças,CX,1333.87,1268,115,Distribuidora XYZ,2024-03-20,2024-03-20,Ativo,PRO-001,,E-01-02,João Silva
MAT-01845,Eixo Aço,Mecânico,PCT,2.12,270,194,,2026-02-12,2026-04-25,Ativo,LOG-002,39174902,D-08-03,Ana Costa
MAT-01846,Capacete PVC,EPI,KG,877.78,2561,352,Importadora JKL,2025-05-28,2025-12-07,Ativo,ADM-001,40169971,,Fernanda Rocha
MAT-01847,Fluido Inox,Lubrificante,L,0.0,491,283,Distribuidora XYZ,2025-04-05,2025-11-10,Ativo,LOG-001,85443918,B-05-02,Paula Lima
MAT-01848,Máscara Inox,EPI,GL,491.88,2730,458,Comercial DEF,2025-02-09,2025-07-28,Ativo,,73269146,D-17-01,Fernanda Rocha
MAT-01849,Spray PVC,Lubrificante,M²,3.65,2297,370,Materiais STU,2025-07-22,2025-09-28,Ativo,MAN-001,84831499,C-19-02,João Silva
MAT-01850,mangueira Latão,Pneumático,UN,57.89,4186,,Comercial DEF,2024-12-13,2025-05-15,Ativo,PRO-001,85369472,C-07-04,Fernanda Rocha
MAT-01851,Balde PVC,Limpeza,M²,3.86,4774,61,,2025-07-05,2025-07-05,Bloqueado,LOG-002,73269359,C-07-05,Ricardo Alves
MAT-01852,Rebite Aço,Fixação,M,0.0,2071,249,Metalúrgica ABC,2025-11-21,2026-05-25,Ativo,MAN-001,84841823,,Maria Santos
MAT-01853,Papel Inox,Escritório,M,9.79,4788,162,Industrial GHI,2025-01-16,2025-07-19,Ativo,MAN-001,85443570,E-19-03,Carlos Oliveira
MAT-01854,Grampeador Aço,Escritório,RL,2.72,3392,381,Importadora JKL,2025-06-20,2026-03-17,Ativo,PRO-001,00000000,,Carlos Oliveira
MAT-01855,Caixa Plástico,Embalagem,M²,8.65,1177,,Distribuidora XYZ,2025-08-10,2025-10-07,Ativo,LOG-001,85443318,E-07-04,Carlos Oliveira
MAT-01856,Caixa Plástico,Embalagem,M²,7.69,2267,,,2025-01-23,2025-05-26,Ativo,LOG-001,84841267,E-13-02,Maria Santos
MAT-01857,Alicate Aço,Ferramentas,L,6.07,310,254,Importadora JKL,2026-02-07,2026-10-22,Ativo,LOG-002,73089835,B-15-04,Fernanda Rocha
MAT-01858,Fita Inox,Embalagem,CX,2.25,1877,429,Materiais STU,2025-05-20,2025-12-14,Ativo,ADM-001,,F-19-02,Maria Santos
MAT-01859,rolamento Aço,Peças,UN,78.09,554,,Industrial GHI,2025-03-08,2025-04-25,Inativo,ADM-001,39174909,C-07-04,Maria Santos
MAT-01860,Sensor Inox,Eletrônico,CX,1164.6,4582,109,Distribuidora XYZ,2025-02-23,2025-02-23,Ativo,LOG-001,85369737,B-08-04,Fernanda Rocha
MAT-01861,Rolamento Inox,Peças,M,2.82,701,389,Importadora JKL,2025-07-05,2025-09-18,Bloqueado,PRO-001,73269721,F-01-05,Carlos Oliveira
MAT-01862,Rolamento Aço,Mecânico,RL,0.0,3912,53,Comercial DEF,2024-08-15,2025-04-24,Ativo,MAN-001,,,Ricardo Alves
MAT-01863,Graxa Inox,Lubrificante,CX,9.08,4227,379,Materiais STU,2026-01-16,2026-08-25,Ativo,MAN-002,84831130,B-06-02,João Silva
MAT-01864,retentor Alumínio,Peças,UN,2.9,549,248,,2024-08-08,2024-08-08,Ativo,LOG-001,73181554,E-18-04,Fernanda Rocha
MAT-01865,Clips Cobre,Escritório,CX,58.71,40,,Nacional MNO,2025-03-03,2025-07-24,Ativo,LOG-001,40169733,D-06-02,Ricardo Alves
MAT-01866,Engrenagem Cobre,Mecânico,RL,915.57,2778,63,Fornecedor VWX,2024-05-28,2025-04-10,Ativo,LOG-001,40169912,B-18-03,Paula Lima
MAT-01867,gancho Plástico,Acessórios,PCT,27.4,2423,319,Industrial GHI,2026-01-07,2026-01-25,Inativo,PRO-001,39174559,C-02-04,Ricardo Alves
MAT-01868,Pano Alumínio,Limpeza,M²,9.58,704,37,Suprimentos PQR,2024-09-18,2025-03-16,Ativo,MAN-002,40169193,,Ana Costa
MAT-01869,Grampeador Alumínio,Escritório,CX,52.54,593,91,,2024-07-11,2025-02-02,Ativo,MAN-001,,,Fernanda Rocha
MAT-01870,Óculos Plástico,EPI,RL,2.09,2822,,,2026-02-09,2026-07-13,Ativo,MAN-002,00000000,A-08-02,Fernanda Rocha
MAT-01871,mangueira Aço,Hidráulico,RL,9.89,1264,,Industrial GHI,2025-03-10,2025-03-10,Bloqueado,PRO-001,73089983,E-12-05,Maria Santos
MAT-01872,Capacitor Cobre,Eletrônico,CX,3.87,56,,Fornecedor VWX,2025-06-29,2025-12-16,Bloqueado,ADM-001,39269517,F-20-01,Ana Costa
MAT-01873,Arruela Aço,Fixação,M,4.12,1548,74,Fornecedor VWX,2025-07-31,2025-10-07,Bloqueado,,,A-16-01,Ricardo Alves
MAT-01874,Rebite PVC,Fixação,KG,7.89,2027,,,2026-01-29,2026-01-29,Ativo,PRO-001,85369416,C-07-04,Fernanda Rocha
MAT-01875,Furadeira Inox,Ferramentas,RL,88.75,2930,466,Materiais STU,2024-04-18,2024-04-18,Ativo,MAN-001,,,Maria Santos
MAT-01876,Óculos Latão,EPI,RL,34.66,4006,269,Nacional MNO,2025-09-24,2025-09-24,Ativo,LOG-001,84831615,E-16-02,Ricardo Alves
MAT-01877,Válvula Cobre,Hidráulico,KG,1.45,1792,,,2024-02-29,2024-04-11,Ativo,,73181114,D-04-02,Carlos Oliveira
MAT-01878,Papel PVC,Escritório,GL,80.25,3439,242,Materiais STU,2024-03-13,2024-03-13,Ativo,PRO-001,85369765,F-13-04,João Silva
MAT-01879,Conexão Alumínio,Pneumático,M,8.93,3292,361,Importadora JKL,2025-04-06,2025-08-06,Bloqueado,PRO-001,85369869,D-12-04,Ricardo Alves
MAT-01880,Engrenagem Plástico,Mecânico,UN,1.34,4097,353,Nacional MNO,2025-01-09,2025-10-19,Inativo,MAN-001,73269428,B-03-04,Paula Lima
MAT-01881,Prego Alumínio,Fixação,RL,5.97,4106,259,Comercial DEF,2025-05-05,2025-08-16,Ativo,LOG-002,73181541,A-18-03,João Silva
MAT-01882,Correia Alumínio,Mecânico,RL,2.4,4310,,Importadora JKL,2024-06-12,2024-06-12,Ativo,MAN-001,39174981,D-07-05,João Silva
MAT-01883,"Tubo 3/4"" PVC",Hidráulico,GL,10.0,1958,133,Metalúrgica ABC,2025-09-10,2025-10-24,Ativo,PRO-001,73181510,C-09-05,Paula Lima
MAT-01884,Sensor PVC,Eletrônico,M²,61.26,854,185,Distribuidora XYZ,2024-09-06,2025-05-23,Bloqueado,MAN-001,73269565,F-17-02,Paula Lima
MAT-01885,Serra Alumínio,Ferramentas,GL,93.29,1978,,,2024-11-17,2025-08-06,Inativo,,39269927,E-19-03,Ricardo Alves
MAT-01886,Papel Plástico,Escritório,L,71.43,376,364,Distribuidora XYZ,2025-06-12,2025-06-12,Inativo,LOG-002,40169981,D-20-03,Fernanda Rocha
MAT-01887,Correia Alumínio,Mecânico,GL,48.85,2964,,Distribuidora XYZ,2024-03-05,2024-08-11,Ativo,MAN-002,85369678,F-20-01,Maria Santos
MAT-01888,Anel Cobre,Peças,RL,6.11,476,357,Nacional MNO,2026-02-19,2026-02-19,Ativo,LOG-002,73089776,D-06-01,Carlos Oliveira
MAT-01889,Chave em Alumínio,Ferramentas,CX,3.89,2496,427,Importadora JKL,2025-02-14,2025-04-09,Ativo,LOG-001,39174444,D-14-02,Ana Costa
MAT-01890,Pano Aço,Limpeza,M²,349.81,1050,175,Industrial GHI,2025-07-21,2025-11-28,Ativo,LOG-002,73181758,D-11-03,Pedro Souza
MAT-01891,Alicate em Inox,Ferramentas,GL,77.77,2838,35,Materiais STU,2024-04-06,2025-02-06,Ativo,,39269288,E-02-05,Fernanda Rocha
MAT-01892,Arruela PVC,Fixação,KG,1277.5,3834,257,Distribuidora XYZ,2025-10-03,2026-01-09,Ativo,PRO-001,39269232,D-16-02,Fernanda Rocha
MAT-01893,Engrenagem PVC,Mecânico,KG,49.94,3897,494,Industrial GHI,2025-02-25,2025-10-29,Ativo,MAN-001,85369199,B-13-04,Ricardo Alves
MAT-01894,Martelo Alumínio,Ferramentas,L,1.87,417,,,2025-03-13,2025-03-13,Ativo,,40169950,B-08-05,João Silva
MAT-01895,Eixo Alumínio,Mecânico,GL,6.48,2707,,Comercial DEF,2025-09-15,2026-03-19,Ativo,LOG-002,84831171,B-20-05,João Silva
MAT-01896,"tubo 2"" Cobre",Hidráulico,CX,5.72,2970,171,Materiais STU,2024-11-20,2025-04-05,Ativo,LOG-001,84841531,F-06-02,João Silva
MAT-01897,Junta Latão,Peças,CX,0.55,2261,437,Importadora JKL,2024-03-02,2024-05-19,Inativo,,40169357,B-06-05,Ricardo Alves
MAT-01898,Pano Inox,Limpeza,UN,4.69,1230,94,Materiais STU,2025-11-20,2026-01-17,Ativo,LOG-002,,A-17-04,Paula Lima
MAT-01899,Papel Aço,Escritório,M,1526.16,1786,30,Metalúrgica ABC,2024-10-18,2024-10-18,Inativo,LOG-002,85443450,E-14-04,Fernanda Rocha
MAT-01900,Gancho Plástico,Acessórios,PCT,0.0,2531,246,Metalúrgica ABC,2025-03-22,2025-09-18,Ativo,LOG-002,85443828,,Ricardo Alves
MAT-01901,Vedação Latão,Peças,CX,46.97,1644,180,Distribuidora XYZ,2024-08-31,2024-10-11,Ativo,LOG-001,73089475,A-16-04,Ricardo Alves
MAT-01902,Módulo PVC,Eletrônico,PCT,47.07,342,412,Industrial GHI,2024-03-05,2024-06-17,Ativo,LOG-002,,D-09-05,Pedro Souza
MAT-01903,Papel Aço,Escritório,L,1.37,758,384,,2025-10-03,2026-05-30,Ativo,,39269564,F-05-02,Fernanda Rocha
MAT-01904,Rolamento PVC,Mecânico,PCT,15.17,3865,,Fornecedor VWX,2024-12-27,2024-12-27,Ativo,ADM-001,73089246,A-01-05,Ana Costa
MAT-01905,Capacitor PVC,Eletrônico,M,1.75,3025,26,Distribuidora XYZ,2024-05-11,2025-01-21,Ativo,,39174236,E-09-01,Fernanda Rocha
MAT-01906,Fluido Latão,Lubrificante,UN,4.73,1740,347,Importadora JKL,2024-12-08,2025-06-09,Ativo,LOG-001,,B-10-03,Ricardo Alves
MAT-01907,Eixo Alumínio,Mecânico,GL,93.64,39,358,Importadora JKL,2025-01-18,2025-08-12,Ativo,PRO-001,73269846,A-17-03,Paula Lima
MAT-01908,Pano Latão,Limpeza,L,7.95,3088,,Comercial DEF,2025-08-22,2026-01-18,Bloqueado,PRO-001,00000000,B-10-04,Carlos Oliveira
MAT-01909,Plástico Plástico,Embalagem,M,32.63,3526,223,Suprimentos PQR,2025-12-29,2026-01-04,Ativo,ADM-001,39174189,E-02-04,Ricardo Alves
MAT-01910,Lâmpada Plástico,Elétrico,GL,0.0,1387,149,Importadora JKL,2024-09-27,2024-09-27,Ativo,PRO-001,84831468,A-17-04,Paula Lima
MAT-01911,Correia Cobre,Mecânico,UN,9.75,1866,366,Industrial GHI,2025-11-27,2026-01-23,Ativo,LOG-001,00000000,F-07-03,Fernanda Rocha
MAT-01912,Rolamento Latão,Mecânico,RL,6.06,2029,333,Fornecedor VWX,2024-07-04,2025-06-02,Ativo,LOG-002,73181178,D-07-01,Paula Lima
MAT-01913,Cabo 4mm² Cobre,Elétrico,KG,29.46,1596,,,2026-01-23,2026-02-16,Ativo,MAN-001,73181707,E-06-01,Carlos Oliveira
MAT-01914,fita Inox,Embalagem,RL,1684.11,1498,328,Nacional MNO,2026-01-08,2026-01-27,Bloqueado,MAN-002,73269508,E-01-01,João Silva
MAT-01915,Catalisador Cobre,Químico,KG,3.82,2807,441,Industrial GHI,2025-11-08,2026-03-16,Ativo,ADM-001,39269363,,Maria Santos
MAT-01916,LED PVC,Eletrônico,M²,20.37,3810,330,Metalúrgica ABC,2025-12-11,2026-06-23,Bloqueado,LOG-001,85443594,B-18-02,João Silva
MAT-01917,Rolamento Aço,Peças,GL,1752.18,1655,154,Distribuidora XYZ,2025-06-08,2025-08-06,Ativo,MAN-002,73181125,C-20-02,Carlos Oliveira
MAT-01918,Cilindro Alumínio,Pneumático,CX,956.65,1312,194,Comercial DEF,2024-03-11,2024-05-28,Ativo,LOG-002,,,Paula Lima
MAT-01919,Ácido Alumínio,Químico,M,833.93,217,,Distribuidora XYZ,2025-05-02,2025-05-02,Ativo,MAN-002,,,Carlos Oliveira
MAT-01920,Desinfetante PVC,Limpeza,GL,33.09,1386,,,2026-02-16,2026-05-12,Ativo,LOG-001,84831687,,Paula Lima
MAT-01921,"Tubo 1/2"" PVC",Hidráulico,M,0.0,608,41,Nacional MNO,2024-05-08,2024-05-08,Ativo,ADM-001,40169613,C-06-05,Pedro Souza
MAT-01922,Eixo Aço,Mecânico,RL,4.42,4996,,Metalúrgica ABC,2024-10-10,2025-07-01,Ativo,LOG-001,85369502,,Paula Lima
MAT-01923,Abraçadeira PVC,Acessórios,UN,1815.26,3619,95,Materiais STU,2024-09-19,2024-11-26,Ativo,ADM-001,85443678,,Ana Costa
MAT-01924,Tomada Aço,Elétrico,KG,2.63,3499,468,Industrial GHI,2026-02-12,2026-02-12,Ativo,,84831140,C-01-02,Pedro Souza
MAT-01925,arruela Aço,Fixação,M²,4.8,636,,Distribuidora XYZ,2025-01-09,2025-05-05,Ativo,ADM-001,73269931,D-19-04,Ricardo Alves
MAT-01926,"Tubo 1"" Inox",Hidráulico,RL,6.08,2522,334,Importadora JKL,2024-05-19,2024-09-12,Ativo,ADM-001,73181227,A-09-03,Ricardo Alves
MAT-01927,Papelão Plástico,Embalagem,KG,3.45,2195,299,Suprimentos PQR,2024-03-14,2024-11-04,Ativo,ADM-001,,A-15-04,Pedro Souza
MAT-01928,Sensor Latão,Eletrônico,UN,389.88,1684,294,Metalúrgica ABC,2025-12-09,2026-02-20,Ativo,MAN-002,73089994,B-15-04,Carlos Oliveira
MAT-01929,Capacitor Aço,Eletrônico,CX,6.48,1495,282,Importadora JKL,2025-08-13,2026-01-31,Ativo,MAN-001,73089610,B-15-02,Ana Costa
MAT-01930,Válvula Cobre,Hidráulico,UN,1812.17,245,,Industrial GHI,2024-05-21,2025-03-06,Inativo,LOG-002,00000000,,Pedro Souza
MAT-01931,Óculos Inox,EPI,M,2.4,3218,,Nacional MNO,2025-05-07,2026-02-09,Ativo,ADM-001,73089526,F-15-04,Carlos Oliveira
MAT-01932,Pasta Inox,Lubrificante,M,8.58,24,490,Suprimentos PQR,2025-09-17,2025-11-02,Inativo,MAN-002,39269351,C-02-01,Pedro Souza
MAT-01933,Solvente PVC,Químico,M,72.01,2812,100,Suprimentos PQR,2025-10-10,2026-06-16,Inativo,LOG-002,39269299,C-15-01,Pedro Souza
MAT-01934,Mangueira PVC,Pneumático,KG,8.85,2510,114,Importadora JKL,2025-05-27,2025-06-21,Ativo,,,C-19-03,Pedro Souza
MAT-01935,Vassoura Cobre,Limpeza,KG,5.36,2451,,Importadora JKL,2025-03-20,2025-03-20,Ativo,,85443739,A-04-04,Pedro Souza
MAT-01936,Fluido Inox,Lubrificante,PCT,62.8,4105,236,Comercial DEF,2024-10-09,2025-02-25,Ativo,PRO-001,84831733,,Maria Santos
MAT-01937,Resistor Aço,Eletrônico,KG,98.34,616,418,Fornecedor VWX,2025-06-23,2026-01-19,Ativo,,39269149,C-15-05,Carlos Oliveira
MAT-01938,Válvula Aço,Pneumático,L,98.17,1954,,Materiais STU,2025-03-28,2025-07-15,Ativo,MAN-001,,A-03-03,Ricardo Alves
MAT-01939,Rebite Cobre,Fixação,PCT,150.32,4873,330,Suprimentos PQR,2024-12-15,2025-03-26,Ativo,LOG-002,84841631,,Ricardo Alves
MAT-01940,Sensor Aço,Eletrônico,M²,41.5,73,62,,2026-02-14,2026-02-14,Ativo,PRO-001,39269183,D-02-01,Pedro Souza
MAT-01941,Graxa Plástico,Lubrificante,GL,99.55,4189,,,2026-01-01,2026-01-09,Inativo,LOG-001,,F-20-05,Pedro Souza
