codigo_material,descricao,categoria,caminho,n_erros,n_alertas,erros,alertas
MAT-01882,Correia Alumínio,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 626 dias
MAT-01883,"Tubo 3/4"" PVC",Hidráulico,CAMINHO_1,0,0,,
MAT-01884,Sensor PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-01885,Serra Alumínio,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01886,Papel Plástico,Escritório,CAMINHO_1,0,0,,
MAT-01887,Correia Alumínio,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 566 dias
MAT-01888,Anel Cobre,Peças,CAMINHO_1,0,0,,
MAT-01889,Chave em Alumínio,Ferramentas,CAMINHO_1,0,0,,
MAT-01890,Pano Aço,Limpeza,CAMINHO_1,0,0,,
MAT-01891,Alicate em Inox,Ferramentas,CAMINHO_2,0,1,,Parado 387 dias
MAT-01892,Arruela PVC,Fixação,CAMINHO_1,0,0,,
MAT-01893,Engrenagem PVC,Mecânico,CAMINHO_1,0,0,,
MAT-01894,Martelo Alumínio,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01895,Eixo Alumínio,Mecânico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01896,"tubo 2"" Cobre",Hidráulico,CAMINHO_1,0,0,,
MAT-01897,Junta Latão,Peças,CAMINHO_2,0,1,,Parado 650 dias
MAT-01898,Pano Inox,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-01899,Papel Aço,Escritório,CAMINHO_3,0,2,,Preco alto: R$1526.16 (revisar); Parado 498 dias
MAT-01900,Gancho Plástico,Acessórios,REJEITADO,1,0,Preco zerado,
MAT-01901,Vedação Latão,Peças,CAMINHO_2,0,1,,Parado 505 dias
MAT-01902,Módulo PVC,Eletrônico,REJEITADO,1,1,NCM vazio,Parado 621 dias
MAT-01903,Papel Aço,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-01904,Rolamento PVC,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 428 dias
MAT-01905,Capacitor PVC,Eletrônico,CAMINHO_2,0,1,,Parado 403 dias
MAT-01906,Fluido Latão,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-01907,Eixo Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-01908,Pano Latão,Limpeza,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01909,Plástico Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01910,Lâmpada Plástico,Elétrico,REJEITADO,1,1,Preco zerado,Parado 519 dias
MAT-01911,Correia Cobre,Mecânico,REJEITADO,1,0,NCM vazio,
MAT-01912,Rolamento Latão,Mecânico,CAMINHO_1,0,0,,
MAT-01913,Cabo 4mm² Cobre,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01914,fita Inox,Embalagem,CAMINHO_2,0,1,,Preco alto: R$1684.11 (revisar)
MAT-01915,Catalisador Cobre,Químico,CAMINHO_1,0,0,,
MAT-01916,LED PVC,Eletrônico,CAMINHO_1,0,0,,
MAT-01917,Rolamento Aço,Peças,CAMINHO_2,0,1,,Preco alto: R$1752.18 (revisar)
MAT-01918,Cilindro Alumínio,Pneumático,REJEITADO,1,1,NCM vazio,Parado 641 dias
MAT-01919,Ácido Alumínio,Químico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01920,Desinfetante PVC,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-01921,"Tubo 1/2"" PVC",Hidráulico,REJEITADO,1,1,Preco zerado,Parado 661 dias
MAT-01922,Eixo Aço,Mecânico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01923,Abraçadeira PVC,Acessórios,CAMINHO_3,0,2,,Preco alto: R$1815.26 (revisar); Parado 459 dias
MAT-01924,Tomada Aço,Elétrico,CAMINHO_1,0,0,,
MAT-01925,arruela Aço,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01926,"Tubo 1"" Inox",Hidráulico,CAMINHO_2,0,1,,Parado 534 dias
MAT-01927,Papelão Plástico,Embalagem,REJEITADO,1,1,NCM vazio,Parado 481 dias
MAT-01928,Sensor Latão,Eletrônico,CAMINHO_1,0,0,,
MAT-01929,Capacitor Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-01930,Válvula Cobre,Hidráulico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Preco alto: R$1812.17 (revisar)
MAT-01931,Óculos Inox,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01932,Pasta Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-01933,Solvente PVC,Químico,CAMINHO_1,0,0,,
MAT-01934,Mangueira PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-01935,Vassoura Cobre,Limpeza,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01936,Fluido Inox,Lubrificante,CAMINHO_2,0,1,,Parado 368 dias
MAT-01937,Resistor Aço,Eletrônico,CAMINHO_1,0,0,,
MAT-01938,Válvula Aço,Pneumático,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01939,Rebite Cobre,Fixação,CAMINHO_1,0,0,,
MAT-01940,Sensor Aço,Eletrônico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01941,Graxa Plástico,Lubrificante,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-01942,Cabo 10mm² Latão,Elétrico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01943,Rebite Inox,Fixação,CAMINHO_2,0,1,,Parado 418 dias
MAT-01944,Grampeador Inox,Escritório,CAMINHO_2,0,1,,Parado 486 dias
MAT-01945,Caixa Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-01946,Máscara Cobre,EPI,REJEITADO,1,0,NCM vazio,
MAT-01947,Alicate Inox,Ferramentas,REJEITADO,1,2,Preco zerado,Sem estoque minimo; Parado 391 dias
MAT-01948,LED Inox,Eletrônico,REJEITADO,1,1,NCM vazio,Parado 420 dias
MAT-01949,Base Aço,Químico,CAMINHO_1,0,0,,
MAT-01950,Desinfetante Alumínio,Limpeza,CAMINHO_2,0,1,,Parado 440 dias
MAT-01951,Parafuso M16 Aço,Fixação,CAMINHO_1,0,0,,
MAT-01952,Correia PVC,Mecânico,CAMINHO_2,0,1,,Parado 727 dias
MAT-01953,Serra Alumínio,Ferramentas,CAMINHO_1,0,0,,
MAT-01954,Papelão Aço,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01955,clips Inox,Escritório,REJEITADO,1,0,NCM vazio,
MAT-01956,Engrenagem PVC,Mecânico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01957,Pano Inox,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-01958,Reagente em Aço,Químico,CAMINHO_1,0,0,,
MAT-01959,Alicate Alumínio,Ferramentas,CAMINHO_2,0,1,,Parado 435 dias
MAT-01960,Caneta Inox,Escritório,CAMINHO_1,0,0,,
MAT-01961,Vedação Aço,Peças,CAMINHO_2,0,1,,Sem fornecedor
MAT-01962,Parafuso M8 PVC,Fixação,REJEITADO,1,0,NCM vazio,
MAT-01963,Óleo Cobre,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-01964,Grampeador Plástico,Escritório,CAMINHO_1,0,0,,
MAT-01965,Óleo Plástico,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 406 dias
MAT-01966,gancho Cobre,Acessórios,CAMINHO_1,0,0,,
MAT-01967,Porca M8 Plástico,Fixação,CAMINHO_2,0,1,,Parado 562 dias
MAT-01968,cilindro Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-01969,Solvente Alumínio,Químico,CAMINHO_1,0,0,,
MAT-01970,Furadeira PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-01971,Óleo Plástico,Lubrificante,REJEITADO,1,1,Preco zerado,Sem fornecedor
MAT-01972,Óleo Latão,Lubrificante,CAMINHO_1,0,0,,
MAT-01973,Conexão Cobre,Hidráulico,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01974,Cabo 6mm² Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 682 dias
MAT-01975,Pasta Plástico,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 539 dias
MAT-01976,Rebite PVC,Fixação,REJEITADO,1,0,NCM vazio,
MAT-01977,Parafuso M12 PVC,Fixação,CAMINHO_3,0,2,,Sem fornecedor; Preco alto: R$1600.40 (revisar)
MAT-01978,Capacete Aço,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 519 dias
MAT-01979,Disjuntor Inox,Elétrico,CAMINHO_1,0,0,,
MAT-01980,Válvula Cobre,Hidráulico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 692 dias
MAT-01981,Catalisador PVC,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-01982,Rebite Aço,Fixação,CAMINHO_2,0,1,,Parado 430 dias
MAT-01983,Chave Latão,Ferramentas,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01984,Sensor Aço,Eletrônico,CAMINHO_2,0,1,,Parado 372 dias
MAT-01985,Conexão Aço,Hidráulico,REJEITADO,1,1,NCM vazio,Parado 431 dias
MAT-01986,Luva M Latão,EPI,CAMINHO_1,0,0,,
MAT-01987,Arruela em Plástico,Fixação,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-01988,Grampeador PVC,Escritório,CAMINHO_1,0,0,,
MAT-01989,Martelo Inox,Ferramentas,CAMINHO_2,0,1,,Parado 541 dias
MAT-01990,Fluido PVC,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-01991,Registro Cobre,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-01992,Máscara Plástico,EPI,CAMINHO_1,0,0,,
MAT-01993,Correia Alumínio,Mecânico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-01994,Sensor Plástico,Eletrônico,CAMINHO_2,0,1,,Parado 452 dias
MAT-01995,Capacete Inox,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 391 dias
MAT-01996,Resistor Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-01997,Fluido em Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-01998,Fluido Latão,Lubrificante,CAMINHO_1,0,0,,
MAT-01999,Martelo PVC,Ferramentas,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 601 dias
MAT-02000,Registro em PVC,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02001,Grampeador Aço,Escritório,CAMINHO_1,0,0,,
MAT-02002,Prego PVC,Fixação,CAMINHO_1,0,0,,
MAT-02003,Luva GG Latão,EPI,CAMINHO_3,0,2,,Sem fornecedor; Parado 573 dias
MAT-02004,Chave Aço,Ferramentas,REJEITADO,1,0,NCM vazio,
MAT-02005,Resistor Plástico,Eletrônico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 458 dias
MAT-02006,Pasta Plástico,Escritório,CAMINHO_1,0,0,,
MAT-02007,Abraçadeira Plástico,Acessórios,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 685 dias
MAT-02008,Cilindro Alumínio,Pneumático,CAMINHO_3,0,2,,Sem estoque minimo; Parado 561 dias
MAT-02009,Parafuso M12 Plástico,Fixação,CAMINHO_3,0,2,,Sem estoque minimo; Parado 619 dias
MAT-02010,Lâmpada PVC,Elétrico,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02011,Grampeador PVC,Escritório,CAMINHO_2,0,1,,Preco alto: R$1675.69 (revisar)
MAT-02012,Capacitor Latão,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02013,Óleo Cobre,Lubrificante,CAMINHO_1,0,0,,
MAT-02014,Abraçadeira Latão,Acessórios,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02015,Capacitor Aço,Eletrônico,CAMINHO_3,0,2,,Preco alto: R$1705.01 (revisar); Parado 481 dias
MAT-02016,Base Cobre,Químico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02017,Fluido Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-02018,Registro Plástico,Hidráulico,REJEITADO,1,0,NCM vazio,
MAT-02019,Resistor Latão,Eletrônico,CAMINHO_2,0,1,,Parado 603 dias
MAT-02020,Reagente Aço,Químico,CAMINHO_1,0,0,,
MAT-02021,Filtro Plástico,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-02022,Bucha Inox,Mecânico,CAMINHO_3,0,2,,Sem estoque minimo; Parado 534 dias
MAT-02023,Plástico Inox,Embalagem,CAMINHO_1,0,0,,
MAT-02024,Filtro Aço,Pneumático,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 634 dias
MAT-02025,Interruptor Aço,Elétrico,REJEITADO,1,1,NCM vazio,Parado 601 dias
MAT-02026,Plástico Cobre,Embalagem,CAMINHO_1,0,0,,
MAT-02027,Etiqueta Plástico,Embalagem,CAMINHO_1,0,0,,
MAT-02028,Reagente PVC,Químico,CAMINHO_3,0,3,,Sem fornecedor; Sem estoque minimo; Parado 421 dias
MAT-02029,Bucha Plástico,Mecânico,CAMINHO_1,0,0,,
MAT-02030,Máscara Inox,EPI,REJEITADO,1,0,NCM vazio,
MAT-02031,Alicate Cobre,Ferramentas,CAMINHO_2,0,1,,Parado 666 dias
MAT-02032,Papelão Latão,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-02033,arruela Latão,Fixação,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02034,Desinfetante Latão,Limpeza,CAMINHO_2,0,1,,Parado 488 dias
MAT-02035,Conexão PVC,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02036,Arruela Plástico,Fixação,CAMINHO_1,0,0,,
MAT-02037,Furadeira Inox,Ferramentas,REJEITADO,1,3,NCM vazio,Sem estoque minimo; Preco alto: R$1759.36 (revisar); Parado 454 dias
MAT-02038,Fita Latão,Embalagem,REJEITADO,1,2,NCM vazio,Sem fornecedor; Preco alto: R$1502.66 (revisar)
MAT-02039,Resistor Latão,Eletrônico,CAMINHO_1,0,0,,
MAT-02040,"Tubo 2"" Cobre",Hidráulico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02041,Ácido PVC,Químico,CAMINHO_3,0,2,,Sem fornecedor; Parado 655 dias
MAT-02042,"Tubo 1.1/4"" PVC",Hidráulico,CAMINHO_1,0,0,,
MAT-02043,Resistor em Plástico,Eletrônico,CAMINHO_1,0,0,,
MAT-02044,Pasta Alumínio,Escritório,CAMINHO_1,0,0,,
MAT-02045,Martelo Plástico,Ferramentas,REJEITADO,1,1,NCM vazio,Parado 465 dias
MAT-02046,Mangueira em Latão,Hidráulico,REJEITADO,1,0,Preco zerado,
MAT-02047,serra Cobre,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02048,Bota Latão,EPI,CAMINHO_1,0,0,,
MAT-02049,Válvula Cobre,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02050,Papel Latão,Escritório,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02051,Capacete Cobre,EPI,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02052,Anel Aço,Peças,REJEITADO,1,1,NCM vazio,Parado 389 dias
MAT-02053,Prego Alumínio,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02054,Conexão Latão,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02055,Filtro Plástico,Pneumático,CAMINHO_1,0,0,,
MAT-02056,Detergente Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-02057,Fita PVC,Embalagem,CAMINHO_1,0,0,,
MAT-02058,Bucha PVC,Mecânico,CAMINHO_1,0,0,,
MAT-02059,Porca M6 Inox,Fixação,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02060,Chave PVC,Ferramentas,CAMINHO_3,0,2,,Sem fornecedor; Parado 682 dias
MAT-02061,Anel Inox,Peças,CAMINHO_1,0,0,,
MAT-02062,Parafuso M16 Cobre,Fixação,CAMINHO_1,0,0,,
MAT-02063,Óculos Inox,EPI,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02064,Prego Cobre,Fixação,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02065,Eixo Alumínio,Mecânico,CAMINHO_2,0,1,,Parado 460 dias
MAT-02066,Solvente Cobre,Químico,REJEITADO,1,3,NCM vazio,Sem fornecedor; Sem estoque minimo; Preco alto: R$1910.42 (revisar)
MAT-02067,Bota Latão,EPI,CAMINHO_2,0,1,,Parado 602 dias
MAT-02068,Bota Alumínio,EPI,CAMINHO_2,0,1,,Parado 422 dias
MAT-02069,Arruela Cobre,Fixação,CAMINHO_2,0,1,,Parado 493 dias
MAT-02070,Anel em Latão,Peças,CAMINHO_2,0,1,,Parado 533 dias
MAT-02071,Grampeador Plástico,Escritório,CAMINHO_1,0,0,,
MAT-02072,Conexão Plástico,Pneumático,CAMINHO_2,0,1,,Preco alto: R$1598.13 (revisar)
MAT-02073,Pasta Aço,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02074,Base PVC,Químico,CAMINHO_1,0,0,,
MAT-02075,Vedação Cobre,Peças,REJEITADO,1,0,NCM vazio,
MAT-02076,Filtro Latão,Pneumático,CAMINHO_1,0,0,,
MAT-02077,grampeador PVC,Escritório,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02078,Sensor Cobre,Eletrônico,CAMINHO_1,0,0,,
MAT-02079,Lâmpada Alumínio,Elétrico,CAMINHO_2,0,1,,Parado 715 dias
MAT-02080,Papelão Aço,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02081,Alicate Latão,Ferramentas,CAMINHO_2,0,1,,Parado 516 dias
MAT-02082,Grampeador Inox,Escritório,CAMINHO_1,0,0,,
MAT-02083,Pasta PVC,Lubrificante,CAMINHO_2,0,1,,Parado 499 dias
MAT-02084,luva XG Alumínio,EPI,CAMINHO_2,0,1,,Sem fornecedor
MAT-02085,Máscara Cobre,EPI,CAMINHO_2,0,1,,Parado 629 dias
MAT-02086,Correia Inox,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02087,Capacitor Inox,Eletrônico,CAMINHO_1,0,0,,
MAT-02088,Óleo Alumínio,Lubrificante,CAMINHO_2,0,1,,Sem fornecedor
MAT-02089,Detergente Plástico,Limpeza,CAMINHO_2,0,1,,Parado 387 dias
MAT-02090,Gancho Plástico,Acessórios,CAMINHO_3,0,2,,Sem estoque minimo; Parado 675 dias
MAT-02091,Conexão Cobre,Pneumático,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02092,Etiqueta Latão,Embalagem,REJEITADO,1,1,NCM vazio,Sem fornecedor
MAT-02093,Bucha PVC,Mecânico,CAMINHO_1,0,0,,
MAT-02094,Mangueira PVC,Hidráulico,CAMINHO_1,0,0,,
MAT-02095,Detergente Alumínio,Limpeza,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02096,Registro Cobre,Hidráulico,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 469 dias
MAT-02097,Desinfetante Alumínio,Limpeza,CAMINHO_2,0,1,,Parado 414 dias
MAT-02098,Rolamento PVC,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02099,Catalisador Plástico,Químico,CAMINHO_2,0,1,,Parado 416 dias
MAT-02100,Lâmpada Inox,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02101,Correia Alumínio,Mecânico,CAMINHO_1,0,0,,
MAT-02102,"tubo 3/4"" Plástico",Hidráulico,CAMINHO_1,0,0,,
MAT-02103,Fita Alumínio,Embalagem,CAMINHO_1,0,0,,
MAT-02104,Sensor Plástico,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 394 dias
MAT-02105,Mangueira Alumínio,Hidráulico,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02106,Furadeira Aço,Ferramentas,CAMINHO_1,0,0,,
MAT-02107,Pasta em Aço,Escritório,CAMINHO_3,0,2,,Sem estoque minimo; Parado 675 dias
MAT-02108,Pano Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-02109,Óleo Plástico,Lubrificante,REJEITADO,1,2,NCM vazio,Sem fornecedor; Sem estoque minimo
MAT-02110,Válvula Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-02111,Solvente Alumínio,Químico,CAMINHO_1,0,0,,
MAT-02112,Desinfetante Alumínio,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-02113,Vassoura Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-02114,Martelo Cobre,Ferramentas,CAMINHO_1,0,0,,
MAT-02115,Spray Inox,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02116,Clipe Aço,Acessórios,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02117,Junta Aço,Peças,REJEITADO,1,1,NCM vazio,Parado 491 dias
MAT-02118,LED Plástico,Eletrônico,CAMINHO_1,0,0,,
MAT-02119,gancho Latão,Acessórios,CAMINHO_1,0,0,,
MAT-02120,Correia PVC,Mecânico,CAMINHO_1,0,0,,
MAT-02121,Filtro PVC,Pneumático,CAMINHO_1,0,0,,
MAT-02122,desinfetante Latão,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-02123,Óleo Inox,Lubrificante,CAMINHO_1,0,0,,
MAT-02124,Furadeira PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-02125,Óculos Plástico,EPI,CAMINHO_1,0,0,,
MAT-02126,Correia Plástico,Mecânico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02127,Cabo 6mm² em Alumínio,Elétrico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02128,Bota PVC,EPI,CAMINHO_1,0,0,,
MAT-02129,Fluido Aço,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02130,Mangueira Cobre,Pneumático,CAMINHO_1,0,0,,
MAT-02131,Desinfetante Latão,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Parado 367 dias
MAT-02132,vassoura Alumínio,Limpeza,REJEITADO,1,0,NCM vazio,
MAT-02133,Retentor Inox,Peças,CAMINHO_3,0,2,,Sem estoque minimo; Preco alto: R$1761.56 (revisar)
MAT-02134,Spray Alumínio,Lubrificante,CAMINHO_1,0,0,,
MAT-02135,Martelo Inox,Ferramentas,CAMINHO_2,0,1,,Parado 637 dias
MAT-02136,Chave PVC,Ferramentas,CAMINHO_1,0,0,,
MAT-02137,Parafuso M6 em Alumínio,Fixação,CAMINHO_3,0,2,,Sem fornecedor; Parado 510 dias
MAT-02138,"Cabo 2,5mm² Inox",Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02139,Presilha Plástico,Acessórios,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02140,Serra Plástico,Ferramentas,CAMINHO_1,0,0,,
MAT-02141,Cabo 6mm² Inox,Elétrico,REJEITADO,1,0,Preco zerado,
MAT-02142,Grampeador Alumínio,Escritório,CAMINHO_1,0,0,,
MAT-02143,"Tubo 1/2"" Aço",Hidráulico,CAMINHO_2,0,1,,Parado 670 dias
MAT-02144,LED Aço,Eletrônico,REJEITADO,1,1,Preco zerado,Sem estoque minimo
MAT-02145,Graxa PVC,Lubrificante,CAMINHO_2,0,1,,Parado 692 dias
MAT-02146,Cabo 16mm² Plástico,Elétrico,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02147,Alicate Plástico,Ferramentas,CAMINHO_2,0,1,,Parado 512 dias
MAT-02148,Caixa Inox,Embalagem,CAMINHO_3,0,2,,Sem fornecedor; Parado 420 dias
MAT-02149,Solvente Aço,Químico,CAMINHO_1,0,0,,
MAT-02150,Base Cobre,Químico,REJEITADO,1,0,NCM vazio,
MAT-02151,Filtro Inox,Pneumático,CAMINHO_2,0,1,,Sem fornecedor
MAT-02152,LED Aço,Eletrônico,REJEITADO,1,2,NCM vazio,Sem fornecedor; Parado 497 dias
MAT-02153,Conexão em Cobre,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-02154,Grampeador Alumínio,Escritório,CAMINHO_2,0,1,,Sem fornecedor
MAT-02155,Óleo Plástico,Lubrificante,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02156,Anel em Latão,Peças,CAMINHO_1,0,0,,
MAT-02157,Cabo 6mm² Latão,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02158,Correia Plástico,Mecânico,CAMINHO_1,0,0,,
MAT-02159,Parafuso M10 Plástico,Fixação,CAMINHO_1,0,0,,
MAT-02160,Rolamento Alumínio,Peças,CAMINHO_1,0,0,,
MAT-02161,Fita Aço,Embalagem,CAMINHO_2,0,1,,Parado 379 dias
MAT-02162,Detergente Plástico,Limpeza,CAMINHO_3,0,2,,Sem fornecedor; Sem estoque minimo
MAT-02163,Mangueira Aço,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02164,Vedação Alumínio,Peças,REJEITADO,1,0,NCM vazio,
MAT-02165,Desinfetante PVC,Limpeza,CAMINHO_3,0,2,,Sem estoque minimo; Parado 491 dias
MAT-02166,Grampeador Inox,Escritório,CAMINHO_2,0,1,,Parado 394 dias
MAT-02167,Ácido PVC,Químico,CAMINHO_1,0,0,,
MAT-02168,Gancho PVC,Acessórios,CAMINHO_1,0,0,,
MAT-02169,Resistor Latão,Eletrônico,REJEITADO,1,0,Preco zerado,
MAT-02170,Vassoura Alumínio,Limpeza,CAMINHO_1,0,0,,
MAT-02171,Vedação PVC,Peças,CAMINHO_2,0,1,,Sem estoque minimo
MAT-02172,Rebite Cobre,Fixação,CAMINHO_1,0,0,,
MAT-02173,Papel em Alumínio,Escritório,REJEITADO,1,1,NCM vazio,Parado 476 dias
MAT-02174,Conexão Plástico,Pneumático,REJEITADO,1,2,NCM vazio,Sem estoque minimo; Parado 501 dias
MAT-02175,Porca M6 Alumínio,Fixação,CAMINHO_1,0,0,,
MAT-02176,Pano Inox,Limpeza,CAMINHO_1,0,0,,
MAT-02177,Caneta Latão,Escritório,REJEITADO,1,0,NCM vazio,
MAT-02178,Filtro Alumínio,Pneumático,CAMINHO_1,0,0,,
MAT-02179,Pasta Cobre,Lubrificante,CAMINHO_3,0,2,,Sem fornecedor; Parado 597 dias
MAT-02180,Abraçadeira Cobre,Acessórios,CAMINHO_2,0,1,,Parado 535 dias
MAT-02181,Caixa PVC,Embalagem,REJEITADO,1,0,NCM vazio,
MAT-02182,Fluido Aço,Lubrificante,REJEITADO,1,1,NCM vazio,Sem estoque minimo
MAT-02183,Engrenagem em Alumínio,Mecânico,CAMINHO_2,0,1,,Parado 392 dias
MAT-02184,Pasta em Aço,Lubrificante,REJEITADO,1,1,NCM vazio,Parado 466 dias
MAT-02185,Filtro PVC,Pneumático,REJEITADO,1,0,NCM vazio,
MAT-02186,Mangueira Inox,Hidráulico,CAMINHO_1,0,0,,
MAT-02187,Rebite Plástico,Fixação,CAMINHO_1,0,0,,
MAT-02188,Pasta PVC,Lubrificante,REJEITADO,1,0,NCM vazio,
MAT-02189,Detergente Latão,Limpeza,CAMINHO_2,0,1,,Sem fornecedor
MAT-02190,Mangueira Cobre,Hidráulico,CAMINHO_2,0,1,,Sem fornecedor
MAT-02191,Chave Aço,Ferramentas,CAMINHO_2,0,1,,Parado 393 dias
MAT-02192,Pano Plástico,Limpeza,CAMINHO_1,0,0,,
MAT-02193,Lâmpada PVC,Elétrico,REJEITADO,1,0,NCM vazio,
MAT-02194,Pasta Aço,Escritório,REJEITADO,1,0,Preco zerado,
