codigo_material,descricao,categoria,estoque_sistema,estoque_fisico,divergencia_qtd,divergencia_perc,divergencia_valor,score_acuracidade,classe_acuracidade,valor_estoque,valor_estoque_fisico
MAT-06001,FITA ALUMÍNIO,Embalagem,2460,2505,45,1.83,22863.31419250912,98.17,A,1249861.1758571651,1272724.4900496742
MAT-01702,Bota Latão,EPI,109,107,-2,-1.83,-17.82,98.17,A,971.19,953.37
MAT-02101,Correia Alumínio,Mecânico,4265,4187,-78,-1.83,-148.98,98.17,A,8146.15,7997.17
MAT-06001,Tomada PVC,Elétrico,3597,3531,-66,-1.83,-17.61110825759004,98.17,A,959.8054000386571,942.1942917810671
MAT-01106,Etiqueta Aço,Embalagem,4654,4739,85,1.83,489.59999999999997,98.17,A,26807.039999999997,27296.64
MAT-00057,Arruela Plástico,Fixação,4425,4506,81,1.83,77915.51999999999,98.17,A,4256496.0,4334411.52
MAT-01771,Parafuso M16 Inox,Fixação,2676,2725,49,1.83,484.61,98.17,A,26465.640000000003,26950.25
MAT-01955,clips Inox,Escritório,547,537,-10,-1.83,-73.4,98.17,A,4014.98,3941.58
MAT-01296,Disjuntor Aço,Elétrico,2748,2798,50,1.82,27559.500000000004,98.18,A,1514670.12,1542229.62
MAT-01233,Ácido Inox,Químico,4077,4003,-74,-1.82,-230.14,98.18,A,12679.47,12449.33
MAT-01820,Graxa Aço,Lubrificante,660,648,-12,-1.82,-9.600000000000001,98.18,A,528.0,518.4
MAT-01091,Pano Inox,Limpeza,1046,1027,-19,-1.82,-36.86,98.18,A,2029.24,1992.3799999999999
MAT-02313,Martelo Plástico,Ferramentas,2419,2463,44,1.82,2372.04,98.18,A,130408.29,132780.33
MAT-00193,Fluido Inox,Lubrificante,4066,4140,74,1.82,1002.7,98.18,A,55094.3,56097.0
MAT-00648,Desinfetante Inox,Limpeza,2971,2917,-54,-1.82,-2342.52,98.18,A,128881.98000000001,126539.46
MAT-01991,Registro Cobre,Hidráulico,3524,3588,64,1.82,252.8,98.18,A,13919.800000000001,14172.6
MAT-02227,Correia Plástico,Mecânico,2581,2628,47,1.82,32046.480000000003,98.18,A,1759829.04,1791875.52
MAT-01480,suporte Inox,Acessórios,3955,4027,72,1.82,341.28000000000003,98.18,A,18746.7,19087.98
MAT-01650,Óculos PVC,EPI,4719,4805,86,1.82,0.0,98.18,A,0.0,0.0
MAT-00647,Caneta Inox,Escritório,606,617,11,1.82,436.70000000000005,98.18,A,24058.2,24494.9
MAT-02986,Conexão Plástico,Hidráulico,3587,3522,-65,-1.81,-343.85,98.19,A,18975.23,18631.38
MAT-01644,Porca M16 Cobre,Fixação,3925,3996,71,1.81,631.19,98.19,A,34893.25,35524.44
MAT-02025,Interruptor Aço,Elétrico,4915,4826,-89,-1.81,-174.44,98.19,A,9633.4,9458.96
MAT-02145,Graxa PVC,Lubrificante,3875,3945,70,1.81,182.7,98.19,A,10113.75,10296.449999999999
MAT-02526,Módulo em Plástico,Eletrônico,1272,1295,23,1.81,14052.310000000001,98.19,A,777153.8400000001,791206.15
MAT-01439,Caixa Cobre,Embalagem,3336,3276,-60,-1.8,-533.4000000000001,98.2,A,29657.04,29123.640000000003
MAT-01751,Suporte em Aço,Acessórios,2673,2721,48,1.8,93847.20000000001,98.2,A,5226115.95,5319963.15
MAT-00608,Capacitor PVC,Eletrônico,667,655,-12,-1.8,-103.19999999999999,98.2,A,5736.2,5633.0
MAT-00252,Plástico PVC,Embalagem,1000,1018,18,1.8,99.72,98.2,A,5540.0,5639.72
MAT-02576,Cabo 6mm² Aço,Elétrico,3493,3430,-63,-1.8,-32345.46,98.2,A,1793376.0599999998,1761030.5999999999
MAT-01010,Rolamento Plástico,Peças,999,981,-18,-1.8,-171.0,98.2,A,9490.5,9319.5
MAT-01645,Fluido PVC,Lubrificante,3889,3819,-70,-1.8,-125951.0,98.2,A,6997477.7,6871526.7
MAT-01738,Válvula Plástico,Hidráulico,3334,3394,60,1.8,0.0,98.2,A,0.0,0.0
MAT-00448,Rolamento Inox,Mecânico,2278,2237,-41,-1.8,-137.35,98.2,A,7631.3,7493.95
MAT-01629,LED Plástico,Eletrônico,3753,3686,-67,-1.79,-534.6600000000001,98.21,A,29948.940000000002,29414.280000000002
MAT-01496,Disjuntor Plástico,Elétrico,3637,3702,65,1.79,526.5,98.21,A,29459.699999999997,29986.199999999997
MAT-02754,Martelo Aço,Ferramentas,895,879,-16,-1.79,-323.68,98.21,A,18105.850000000002,17782.170000000002
MAT-00878,Capacitor em PVC,Eletrônico,3959,4030,71,1.79,244.95000000000002,98.21,A,13658.550000000001,13903.5
MAT-01674,Mangueira Plástico,Hidráulico,2907,2855,-52,-1.79,-57839.6,98.21,A,3233456.1,3175616.5
MAT-01766,Caixa Latão,Embalagem,2236,2276,40,1.79,1294.4,98.21,A,72356.95999999999,73651.36
MAT-02876,Lâmpada Inox,Elétrico,3936,4006,70,1.78,58613.100000000006,98.22,A,3295730.8800000004,3354343.98
MAT-06001,Resistor Latão,Eletrônico,3656,3721,65,1.78,69.34112889704448,98.22,A,3900.171803809148,3969.5129327061927
MAT-01501,Luva Cobre M,EPI,3936,4006,70,1.78,125066.20000000001,98.22,A,7032293.760000001,7157359.96
MAT-02481,Catalisador Latão,Químico,4608,4526,-82,-1.78,-332.09999999999997,98.22,A,18662.399999999998,18330.3
MAT-01190,Válvula Inox,Hidráulico,3480,3542,62,1.78,48002.26,98.22,A,2694320.4,2742322.66
MAT-02296,detergente Plástico,Limpeza,4152,4078,-74,-1.78,-1975.8,98.22,A,110858.4,108882.59999999999
MAT-01807,Correia Alumínio,Mecânico,2928,2980,52,1.78,62315.23999999999,98.22,A,3508827.36,3571142.5999999996
MAT-06001,Catalisador Plástico,Químico,4167,4241,74,1.78,0.0,98.22,A,0.0,0.0
MAT-02334,Plástico Alumínio,Embalagem,3335,3394,59,1.77,83297.97,98.23,A,4708453.05,4791751.02
MAT-00991,Disjuntor Inox,Elétrico,962,979,17,1.77,30190.64,98.23,A,1708435.04,1738625.6800000002
MAT-00311,Rolamento PVC,Mecânico,1643,1614,-29,-1.77,-6723.9400000000005,98.23,A,380945.98000000004,374222.04000000004
MAT-06001,CAIXA PLÁSTICO,Embalagem,1243,1265,22,1.77,169.34645089699114,98.23,A,9568.07447568,9737.42092657699
MAT-02203,Serra Cobre,Ferramentas,679,691,12,1.77,41.519999999999996,98.23,A,2349.34,2390.86
MAT-02215,anel Cobre,Peças,3044,3098,54,1.77,1640.52,98.23,A,92476.72,94117.23999999999
MAT-06001,FITA PLÁSTICO,Embalagem,2536,2491,-45,-1.77,-1136.8762279750554,98.23,A,64069.29142543868,62932.415197463626
MAT-02275,Anel Inox,Peças,4014,4085,71,1.77,3988.78,98.23,A,225506.52,229495.3
MAT-01144,Alicate Latão,Ferramentas,848,833,-15,-1.77,-655.9499999999999,98.23,A,37083.04,36427.09
MAT-02508,Papelão Plástico,Embalagem,958,941,-17,-1.77,-103.69999999999999,98.23,A,5843.799999999999,5740.099999999999
MAT-02898,Plástico Inox,Embalagem,4642,4724,82,1.77,9.02,98.23,A,510.62,519.64
MAT-00454,pasta Cobre,Escritório,282,277,-5,-1.77,-12.5,98.23,A,705.0,692.5
MAT-01618,Plástico PVC,Embalagem,567,557,-10,-1.76,-76.10000000000001,98.24,A,4314.87,4238.77
MAT-01891,Alicate em Inox,Ferramentas,2838,2788,-50,-1.76,-3888.5,98.24,A,220711.25999999998,216822.75999999998
MAT-00631,Vassoura Cobre,Limpeza,3460,3521,61,1.76,410.53000000000003,98.24,A,23285.800000000003,23696.33
MAT-00654,Cilindro Alumínio,Pneumático,1595,1623,28,1.76,125.44000000000001,98.24,A,7145.6,7271.040000000001
MAT-00681,registro Aço,Hidráulico,1986,1951,-35,-1.76,-58192.4,98.24,A,3302003.04,3243810.64
MAT-02224,Reagente PVC,Químico,3061,3115,54,1.76,398.52,98.24,A,22590.18,22988.7
MAT-00149,Rolamento Aço,Peças,1145,1125,-20,-1.75,-972.8,98.25,A,55692.8,54720.0
MAT-01560,Solvente Alumínio,Químico,171,168,-3,-1.75,-26.400000000000002,98.25,A,1504.8000000000002,1478.4
MAT-00837,Resistor PVC,Eletrônico,343,349,6,1.75,22.919999999999998,98.25,A,1310.26,1333.1799999999998
MAT-02395,Chave Alumínio,Ferramentas,628,617,-11,-1.75,-0.0,98.25,A,0.0,0.0
MAT-06001,Solvente Alumínio,Químico,171,174,3,1.75,26.840660159736633,98.25,A,1529.917629104988,1556.7582892647247
MAT-06001,plástico Cobre,Embalagem,3818,3885,67,1.75,112988.45326782513,98.25,A,6438655.441441139,6551643.894708964
MAT-01726,Papel Aço,Escritório,4525,4604,79,1.75,731.54,98.25,A,41901.5,42633.04
MAT-00936,"Tubo 1.1/4"" Cobre",Hidráulico,1483,1457,-26,-1.75,-10116.6,98.25,A,577035.3,566918.7000000001
MAT-01640,Disjuntor Inox,Elétrico,4868,4953,85,1.75,97920.85,98.25,A,5607984.68,5705905.53
MAT-02019,Resistor Latão,Eletrônico,3999,4069,70,1.75,35116.9,98.25,A,2006178.33,2041295.23
MAT-01390,Interruptor Latão,Elétrico,4050,3979,-71,-1.75,-269.09,98.25,A,15349.5,15080.41
MAT-00607,Lâmpada Latão,Elétrico,3373,3432,59,1.75,61211.91,98.25,A,3499453.77,3560665.68
MAT-00778,Válvula PVC,Hidráulico,4236,4162,-74,-1.75,-4639.0599999999995,98.25,A,265554.83999999997,260915.78
MAT-00007,Máscara Latão,EPI,2185,2147,-38,-1.74,-205.96,98.26,A,11842.7,11636.74
MAT-00527,"Tubo 1.1/4"" PVC",Hidráulico,1834,1866,32,1.74,25978.24,98.26,A,1488877.8800000001,1514856.12
MAT-01392,Cabo 4mm² PVC,Elétrico,4357,4433,76,1.74,64895.64,98.26,A,3720398.73,3785294.37
MAT-02969,Plástico Latão,Embalagem,4823,4739,-84,-1.74,-341.88,98.26,A,19629.61,19287.73
MAT-01748,Mangueira Plástico,Hidráulico,2187,2149,-38,-1.74,-193.04,98.26,A,11109.960000000001,10916.92
MAT-01595,Eixo Cobre,Mecânico,4610,4690,80,1.74,344.0,98.26,A,19823.0,20167.0
MAT-00556,Arruela Inox,Fixação,803,789,-14,-1.74,-1358.28,98.26,A,77907.06,76548.78
MAT-01048,Correia Cobre,Mecânico,4417,4494,77,1.74,578.27,98.26,A,33171.67,33749.94
MAT-06001,MÁSCARA INOX,EPI,3171,3116,-55,-1.73,-337.416024636612,98.27,A,19453.567529503576,19116.151504866964
MAT-00876,Arruela Aço,Fixação,2718,2671,-47,-1.73,-186.12,98.27,A,10763.28,10577.16
MAT-00281,Rolamento Alumínio,Mecânico,4567,4488,-79,-1.73,-225.15,98.27,A,13015.95,12790.800000000001
MAT-00487,Abraçadeira Aço,Acessórios,2713,2666,-47,-1.73,-42300.47,98.27,A,2441727.13,2399426.66
MAT-01811,Pano Latão,Limpeza,1329,1306,-23,-1.73,-41881.85,98.27,A,2420042.5500000003,2378160.7
MAT-02066,Solvente Cobre,Químico,2721,2674,-47,-1.73,-89789.74,98.27,A,5198252.82,5108463.08
MAT-02688,Solvente Alumínio,Químico,1390,1414,24,1.73,99.60000000000001,98.27,A,5768.500000000001,5868.1
MAT-02483,Vedação Cobre,Peças,4814,4731,-83,-1.72,-589.3,98.28,A,34179.4,33590.1
MAT-01412,gancho Cobre,Acessórios,2040,2005,-35,-1.72,-64.4,98.28,A,3753.6000000000004,3689.2000000000003
MAT-00521,Parafuso M12 Latão,Fixação,3318,3375,57,1.72,13200.630000000001,98.28,A,768415.62,781616.25
MAT-00743,Papelão Alumínio,Embalagem,58,57,-1,-1.72,-62.45,98.28,A,3622.1000000000004,3559.65
MAT-00211,Válvula PVC,Pneumático,4407,4483,76,1.72,145685.92,98.28,A,8447866.44,8593552.36
MAT-06001,PARAFUSO LATÃO M8,Fixação,582,592,10,1.72,0.0,98.28,A,0.0,0.0
MAT-02728,Eixo Cobre,Mecânico,1875,1843,-32,-1.71,-307.84,98.29,A,18037.5,17729.66
MAT-00854,Presilha PVC,Acessórios,4692,4612,-80,-1.71,-5104.8,98.29,A,299396.52,294291.72000000003
MAT-06001,LED Inox,Eletrônico,3732,3668,-64,-1.71,-5048.917306234643,98.29,A,294414.9904198076,289366.07311357296
MAT-06001,Vassoura Cobre,Limpeza,2451,2493,42,1.71,220.11301530870628,98.29,A,12845.166679086646,13065.279694395353
MAT-01189,Abraçadeira Plástico,Acessórios,4668,4748,80,1.71,146240.0,98.29,A,8533104.0,8679344.0
MAT-00817,Filtro Aço,Pneumático,876,891,15,1.71,3.5999999999999996,98.29,A,210.23999999999998,213.84
MAT-02170,Vassoura Alumínio,Limpeza,2628,2583,-45,-1.71,-144.45,98.29,A,8435.88,8291.43
MAT-06001,FLUIDO INOX,Lubrificante,4105,4035,-70,-1.71,-4313.231223734675,98.29,A,252940.20247758343,248626.97125384875
MAT-06001,Abraçadeira Latão,Acessórios,1878,1910,32,1.7,33327.914901618984,98.3,A,1955932.0057887642,1989259.920690383
MAT-01942,Cabo 10mm² Latão,Elétrico,3708,3645,-63,-1.7,-514.08,98.3,A,30257.28,29743.2
MAT-00466,Graxa Alumínio,Lubrificante,3773,3837,64,1.7,7517.44,98.3,A,443176.57999999996,450694.01999999996
MAT-00380,Conexão Cobre,Pneumático,2941,2991,50,1.7,303.5,98.3,A,17851.870000000003,18155.370000000003
MAT-01204,Base Latão,Químico,2996,2945,-51,-1.7,-317.73,98.3,A,18665.08,18347.350000000002
MAT-00662,Ácido Latão,Químico,3652,3590,-62,-1.7,-228.16,98.3,A,13439.36,13211.2
MAT-00286,Filtro PVC,Pneumático,4660,4739,79,1.7,274.92,98.3,A,16216.8,16491.72
MAT-02606,Graxa Inox,Lubrificante,3171,3117,-54,-1.7,-16016.400000000001,98.3,A,940518.6000000001,924502.2000000001
MAT-00354,Pasta Aço,Lubrificante,294,299,5,1.7,22.400000000000002,98.3,A,1317.1200000000001,1339.5200000000002
MAT-02301,Cabo Cobre 4mm²,Elétrico,2532,2575,43,1.7,3107.1800000000003,98.3,A,182962.32,186069.5
MAT-01420,Caneta PVC,Escritório,178,175,-3,-1.69,-5087.43,98.31,A,301854.18,296766.75
MAT-01361,Arruela Latão,Fixação,1482,1507,25,1.69,1834.0,98.31,A,108719.52,110553.52
MAT-02638,Cabo 6mm² Plástico,Elétrico,1601,1574,-27,-1.69,-2240.19,98.31,A,132834.97,130594.78
MAT-02687,Retentor PVC,Peças,4684,4763,79,1.69,3778.5699999999997,98.31,A,224035.72,227814.28999999998
MAT-02273,Rebite Aço,Fixação,413,420,7,1.69,610.96,98.31,A,36046.64,36657.6
MAT-00013,Eixo Inox,Mecânico,3198,3252,54,1.69,5621.4,98.31,A,332911.8,338533.19999999995
MAT-02284,Vassoura Plástico,Limpeza,2836,2788,-48,-1.69,-0.0,98.31,A,0.0,0.0
MAT-06001,GANCHO PLÁSTICO,Acessórios,2423,2464,41,1.69,1164.0477753709997,98.31,A,68792.38438351055,69956.43215888155
MAT-00950,Engrenagem Aço,Mecânico,2615,2659,44,1.68,130.24,98.32,A,7740.4,7870.64
MAT-02580,Mangueira Aço,Hidráulico,3162,3109,-53,-1.68,-1917.01,98.32,A,114369.54000000001,112452.53
MAT-02010,Lâmpada PVC,Elétrico,653,642,-11,-1.68,-58.52,98.32,A,3473.96,3415.44
MAT-01992,Máscara Plástico,EPI,1610,1583,-27,-1.68,-7825.950000000001,98.32,A,466658.50000000006,458832.55000000005
MAT-02534,Alicate Latão,Ferramentas,1791,1761,-30,-1.68,-70.5,98.32,A,4208.85,4138.35
MAT-02155,Óleo Plástico,Lubrificante,2139,2175,36,1.68,344.88,98.32,A,20491.62,20836.5
MAT-01373,Óleo Alumínio,Lubrificante,2493,2535,42,1.68,57311.939999999995,98.32,A,3401873.01,3459184.9499999997
MAT-01368,LED PVC,Eletrônico,1432,1456,24,1.68,10.08,98.32,A,601.4399999999999,611.52
MAT-02852,Conexão Latão,Pneumático,238,234,-4,-1.68,-235.04,98.32,A,13984.88,13749.84
MAT-00927,Cabo 6mm² PVC,Elétrico,179,182,3,1.68,240.54000000000002,98.32,A,14352.220000000001,14592.760000000002
MAT-01967,Porca M8 Plástico,Fixação,3035,2984,-51,-1.68,-177.48,98.32,A,10561.8,10384.32
MAT-02637,Suporte Alumínio,Acessórios,4226,4297,71,1.68,491.32,98.32,A,29243.92,29735.239999999998
MAT-00290,Reagente Plástico,Químico,360,354,-6,-1.67,-4145.16,98.33,A,248709.6,244564.44
MAT-02813,Conexão PVC,Hidráulico,120,122,2,1.67,10.3,98.33,A,618.0,628.3000000000001
MAT-00377,Alicate Inox,Ferramentas,4797,4717,-80,-1.67,-454.4,98.33,A,27246.96,26792.559999999998
MAT-02833,Rebite Inox,Fixação,2930,2979,49,1.67,3699.0099999999998,98.33,A,221185.69999999998,224884.71
MAT-00087,Prego Cobre,Fixação,3000,2950,-50,-1.67,-27419.5,98.33,A,1645170.0,1617750.5
MAT-01695,Gancho Aço,Acessórios,4858,4777,-81,-1.67,-22703.49,98.33,A,1361648.82,1338945.33
MAT-02390,Retentor Inox,Peças,239,235,-4,-1.67,-27.52,98.33,A,1644.32,1616.8
MAT-01915,Catalisador Cobre,Químico,2807,2760,-47,-1.67,-179.54,98.33,A,10722.74,10543.199999999999
MAT-06001,Bota PVC,EPI,1794,1824,30,1.67,29878.48219384036,98.33,A,1786733.2351916532,1816611.7173854937
MAT-06001,CONEXÃO ALUMÍNIO,Hidráulico,2935,2984,49,1.67,3791.798588272434,98.33,A,227120.99707305292,230912.79566132533
MAT-06001,Luva XG Latão,EPI,4641,4718,77,1.66,30608.514867303886,98.34,A,1844858.6688202252,1875467.183687529
MAT-01371,Desinfetante Aço,Limpeza,2888,2840,-48,-1.66,-26596.800000000003,98.34,A,1600240.8,1573644.0
MAT-02681,Catalisador Plástico,Químico,1447,1423,-24,-1.66,-104.88,98.34,A,6323.39,6218.51
MAT-02040,"Tubo 2"" Cobre",Hidráulico,1267,1246,-21,-1.66,-1845.06,98.34,A,111318.62,109473.56
MAT-00980,clipe Inox,Acessórios,1327,1349,22,1.66,16589.760000000002,98.34,A,1000664.16,1017253.92
MAT-00920,Caixa Latão,Embalagem,4879,4798,-81,-1.66,-1430.46,98.34,A,86163.14,84732.68000000001
MAT-02934,Prego Aço,Fixação,1392,1369,-23,-1.65,-1412.89,98.35,A,85510.56,84097.67
MAT-01454,Conexão PVC,Pneumático,3570,3511,-59,-1.65,-460.78999999999996,98.35,A,27881.699999999997,27420.91
MAT-06001,Filtro PVC,Pneumático,4435,4508,73,1.65,392.0682234807207,98.35,A,23819.487275849264,24211.555499329985
MAT-00197,Caixa Plástico,Embalagem,4299,4370,71,1.65,2717.88,98.35,A,164565.72,167283.6
MAT-01004,Pano Cobre,Limpeza,4922,5003,81,1.65,119038.40999999999,98.35,A,7233420.42,7352458.829999999
MAT-02437,Mangueira Alumínio,Pneumático,1160,1141,-19,-1.64,-0.0,98.36,A,0.0,0.0
MAT-02399,Ácido Aço,Químico,1646,1673,27,1.64,586.9799999999999,98.36,A,35784.04,36371.02
MAT-01976,Rebite PVC,Fixação,1645,1672,27,1.64,31.589999999999996,98.36,A,1924.6499999999999,1956.2399999999998
MAT-00704,Junta Cobre,Peças,366,372,6,1.64,41.04,98.36,A,2503.44,2544.48
MAT-00616,Capacitor Aço,Eletrônico,2078,2044,-34,-1.64,-27228.9,98.36,A,1664166.3,1636937.4000000001
MAT-01949,Base Aço,Químico,2379,2418,39,1.64,291.33,98.36,A,17771.13,18062.46
MAT-02806,Filtro Cobre,Pneumático,1156,1137,-19,-1.64,-134.14,98.36,A,8161.36,8027.219999999999
MAT-02075,Vedação Cobre,Peças,2132,2167,35,1.64,28695.45,98.36,A,1747962.84,1776658.29
MAT-02890,Rolamento Cobre,Peças,1721,1693,-28,-1.63,-54566.4,98.37,A,3353884.8,3299318.4
MAT-01411,Correia Alumínio,Mecânico,2456,2416,-40,-1.63,-1125.6,98.37,A,69111.84,67986.24
MAT-02714,Conexão Aço,Pneumático,613,603,-10,-1.63,-40.0,98.37,A,2452.0,2412.0
MAT-00903,Lâmpada PVC,Elétrico,3004,3053,49,1.63,291.55,98.37,A,17873.8,18165.350000000002
MAT-01930,Válvula Cobre,Hidráulico,245,249,4,1.63,7248.68,98.37,A,443981.65,451230.33
MAT-00621,Base Aço,Químico,2584,2626,42,1.63,15406.02,98.37,A,947837.04,963243.06
MAT-00083,Rolamento Cobre,Mecânico,553,562,9,1.63,103.14000000000001,98.37,A,6337.38,6440.52
MAT-00781,LED Alumínio,Eletrônico,1105,1087,-18,-1.63,-11.88,98.37,A,729.3000000000001,717.4200000000001
MAT-01847,Fluido Inox,Lubrificante,491,483,-8,-1.63,-0.0,98.37,A,0.0,0.0
MAT-00545,Graxa Aço,Lubrificante,4728,4651,-77,-1.63,-733.04,98.37,A,45010.56,44277.52
MAT-01842,Filtro Inox,Pneumático,862,848,-14,-1.62,-804.5799999999999,98.38,A,49539.14,48734.56
MAT-02299,Graxa Latão,Lubrificante,1423,1400,-23,-1.62,-193.66,98.38,A,11981.66,11788.0
MAT-00912,Vedação Latão,Peças,2893,2940,47,1.62,1099.8,98.38,A,67696.2,68796.0
MAT-01660,"Cabo 2,5mm² Aço",Elétrico,2219,2255,36,1.62,162.71999999999997,98.38,A,10029.88,10192.599999999999
MAT-02807,Abraçadeira em Alumínio,Acessórios,618,608,-10,-1.62,-55.4,98.38,A,3423.72,3368.32
MAT-02041,Ácido PVC,Químico,4630,4555,-75,-1.62,-313.5,98.38,A,19353.399999999998,19039.899999999998
MAT-01350,Graxa Aço,Lubrificante,3088,3138,50,1.62,68321.5,98.38,A,4219535.84,4287857.34
MAT-02982,Rolamento Inox,Mecânico,1429,1452,23,1.61,188.83,98.39,A,11732.090000000002,11920.920000000002
MAT-01675,Graxa Aço,Lubrificante,435,428,-7,-1.61,-51.52,98.39,A,3201.6000000000004,3150.08
MAT-01002,Retentor em Aço,Peças,373,367,-6,-1.61,-39.72,98.39,A,2469.26,2429.54
MAT-00603,Conexão Aço,Hidráulico,3972,4036,64,1.61,54789.12,98.39,A,3400349.7600000002,3455138.8800000004
MAT-00909,Rolamento Alumínio,Mecânico,249,253,4,1.61,93.32,98.39,A,5809.169999999999,5902.49
MAT-01040,Capacitor PVC,Eletrônico,2861,2907,46,1.61,4127.12,98.39,A,256688.91999999998,260816.04
MAT-06001,Fluido Latão,Lubrificante,4848,4770,-78,-1.61,-0.0,98.39,A,0.0,0.0
MAT-02971,Interruptor Plástico,Elétrico,1982,1950,-32,-1.61,-1568.32,98.39,A,97137.81999999999,95569.5
MAT-06001,MÓDULO COBRE,Eletrônico,4721,4645,-76,-1.61,-643.0588916437035,98.39,A,39945.80299276216,39302.74410111846
MAT-00536,Suporte Plástico,Acessórios,3357,3303,-54,-1.61,-140.94,98.39,A,8761.77,8620.83
MAT-01491,Lâmpada Latão,Elétrico,4094,4028,-66,-1.61,-5144.04,98.39,A,319086.36,313942.32
MAT-00491,Rolamento Alumínio,Mecânico,2298,2335,37,1.61,1266.51,98.39,A,78660.54,79927.04999999999
MAT-02539,Graxa Inox,Lubrificante,3863,3801,-62,-1.6,-459.42,98.4,A,28624.83,28165.41
MAT-06001,DISJUNTOR ALUMÍNIO,Elétrico,1439,1462,23,1.6,41780.44365323422,98.4,A,2614002.539869741,2655782.9835229754
MAT-02690,Junta Cobre,Peças,3441,3386,-55,-1.6,-98363.1,98.4,A,6153953.220000001,6055590.12
MAT-02645,Serra Latão,Ferramentas,3887,3949,62,1.6,6101.42,98.4,A,382519.67,388621.08999999997
MAT-02759,Capacitor Plástico,Eletrônico,2944,2991,47,1.6,14.1,98.4,A,883.1999999999999,897.3
MAT-02572,Balde PVC,Limpeza,3444,3499,55,1.6,255.2,98.4,A,15980.159999999998,16235.359999999999
MAT-06001,Luva M Latão,EPI,1442,1419,-23,-1.6,-28179.989759472064,98.4,A,1766762.836224292,1738582.84646482
MAT-02923,Balde Cobre,Limpeza,4756,4680,-76,-1.6,-298.68,98.4,A,18691.08,18392.4
MAT-02619,Alicate em Latão,Ferramentas,2565,2606,41,1.6,3538.2999999999997,98.4,A,221359.5,224897.8
MAT-01408,Fita Alumínio,Embalagem,2620,2662,42,1.6,198.66000000000003,98.4,A,12392.6,12591.260000000002
MAT-00332,Rolamento PVC,Mecânico,4256,4188,-68,-1.6,-163.2,98.4,A,10214.4,10051.199999999999
MAT-02936,Óleo Aço,Lubrificante,3873,3811,-62,-1.6,-946.12,98.4,A,59101.979999999996,58155.86
MAT-00717,Clips Latão,Escritório,1069,1086,17,1.59,886.89,98.41,A,55769.73,56656.62
MAT-02495,parafuso M12 PVC,Fixação,2511,2551,40,1.59,240.0,98.41,A,15066.0,15306.0
MAT-00986,Rolamento Inox,Peças,1070,1087,17,1.59,26792.17,98.41,A,1686330.7,1713122.8699999999
MAT-02689,Chave Latão,Ferramentas,3586,3529,-57,-1.59,-296.40000000000003,98.41,A,18647.2,18350.8
MAT-00444,Graxa Cobre,Lubrificante,2643,2601,-42,-1.59,-343.14,98.41,A,21593.31,21250.17
MAT-02292,Rolamento Latão,Peças,2764,2808,44,1.59,197.56,98.41,A,12410.36,12607.92
MAT-01556,Arruela Cobre,Fixação,1890,1860,-30,-1.59,-313.2,98.41,A,19731.6,19418.399999999998
MAT-01964,Grampeador Plástico,Escritório,2210,2245,35,1.58,175.0,98.42,A,11050.0,11225.0
MAT-01271,Cabo 6mm² Aço,Elétrico,2595,2636,41,1.58,193.51999999999998,98.42,A,12248.4,12441.92
MAT-02999,Engrenagem Inox,Mecânico,2714,2757,43,1.58,395.16999999999996,98.42,A,24941.66,25336.829999999998
MAT-00860,Vedação Cobre,Peças,1832,1803,-29,-1.58,-50.17,98.42,A,3169.36,3119.19
MAT-01665,Desinfetante Aço,Limpeza,2473,2434,-39,-1.58,-1455.0900000000001,98.42,A,92267.63,90812.54000000001
MAT-00685,Mangueira Inox,Hidráulico,3996,3933,-63,-1.58,-99776.25,98.42,A,6328665.0,6228888.75
MAT-00347,Desinfetante Cobre,Limpeza,2272,2236,-36,-1.58,-54640.08,98.42,A,3448396.16,3393756.08
MAT-00264,Abraçadeira Cobre,Acessórios,443,436,-7,-1.58,-44.52,98.42,A,2817.48,2772.96
MAT-02726,Gancho Inox,Acessórios,4941,4863,-78,-1.58,-4227.6,98.42,A,267802.2,263574.60000000003
MAT-02640,Papel Cobre,Escritório,2084,2051,-33,-1.58,-59.07,98.42,A,3730.36,3671.29
MAT-00755,Caixa Cobre,Embalagem,1714,1741,27,1.58,83.7,98.42,A,5313.400000000001,5397.1
MAT-02220,Rebite Cobre,Fixação,2153,2119,-34,-1.58,-32821.9,98.42,A,2078398.55,2045576.6500000001
MAT-02542,Luva GG PVC,EPI,4077,4013,-64,-1.57,-525.44,98.43,A,33472.170000000006,32946.73
MAT-02072,Conexão Plástico,Pneumático,699,710,11,1.57,17579.43,98.43,A,1117092.87,1134672.3
MAT-01794,Catalisador Inox,Químico,3825,3885,60,1.57,1171.8000000000002,98.43,A,74702.25,75874.05
